Dataset,Model,Longitude,Predicted Value
Mornings Special,CatBoost,144.94580311636363,298.3733635695944
Mornings Special,CatBoost,144.94614179282829,298.3733635695944
Mornings Special,CatBoost,144.94648046929294,298.3733635695944
Mornings Special,CatBoost,144.9468191457576,298.3733635695944
Mornings Special,CatBoost,144.94715782222224,298.5755878706465
Mornings Special,CatBoost,144.9474964986869,298.5755878706465
Mornings Special,CatBoost,144.9478351751515,298.5755878706465
Mornings Special,CatBoost,144.94817385161616,298.5755878706465
Mornings Special,CatBoost,144.9485125280808,298.5755878706465
Mornings Special,CatBoost,144.94885120454546,298.5755878706465
Mornings Special,CatBoost,144.9491898810101,298.5755878706465
Mornings Special,CatBoost,144.94952855747476,298.5755878706465
Mornings Special,CatBoost,144.9498672339394,298.5755878706465
Mornings Special,CatBoost,144.95020591040404,298.5755878706465
Mornings Special,CatBoost,144.9505445868687,298.5755878706465
Mornings Special,CatBoost,144.95088326333334,298.5755878706465
Mornings Special,CatBoost,144.951221939798,298.5755878706465
Mornings Special,CatBoost,144.95156061626264,298.5755878706465
Mornings Special,CatBoost,144.9518992927273,298.5755878706465
Mornings Special,CatBoost,144.9522379691919,298.5755878706465
Mornings Special,CatBoost,144.95257664565656,297.3698539680997
Mornings Special,CatBoost,144.9529153221212,297.3698539680997
Mornings Special,CatBoost,144.95325399858586,297.3698539680997
Mornings Special,CatBoost,144.95359267505052,297.3698539680997
Mornings Special,CatBoost,144.95393135151517,297.3698539680997
Mornings Special,CatBoost,144.9542700279798,297.3698539680997
Mornings Special,CatBoost,144.95460870444444,297.3698539680997
Mornings Special,CatBoost,144.9549473809091,297.3698539680997
Mornings Special,CatBoost,144.95528605737374,297.3698539680997
Mornings Special,CatBoost,144.9556247338384,297.3698539680997
Mornings Special,CatBoost,144.95596341030304,297.3698539680997
Mornings Special,CatBoost,144.9563020867677,298.0609876476604
Mornings Special,CatBoost,144.95664076323231,298.0609876476604
Mornings Special,CatBoost,144.95697943969697,298.0609876476604
Mornings Special,CatBoost,144.95731811616162,298.0609876476604
Mornings Special,CatBoost,144.95765679262627,298.0609876476604
Mornings Special,CatBoost,144.95799546909092,298.0609876476604
Mornings Special,CatBoost,144.95833414555557,298.0609876476604
Mornings Special,CatBoost,144.95867282202022,298.0609876476604
Mornings Special,CatBoost,144.95901149848484,298.0609876476604
Mornings Special,CatBoost,144.9593501749495,298.0609876476604
Mornings Special,CatBoost,144.95968885141414,298.0609876476604
Mornings Special,CatBoost,144.9600275278788,298.0609876476604
Mornings Special,CatBoost,144.96036620434344,298.0609876476604
Mornings Special,CatBoost,144.9607048808081,298.0609876476604
Mornings Special,CatBoost,144.96104355727272,298.0609876476604
Mornings Special,CatBoost,144.96138223373737,298.0609876476604
Mornings Special,CatBoost,144.96172091020202,298.0609876476604
Mornings Special,CatBoost,144.96205958666667,298.2715230992329
Mornings Special,CatBoost,144.96239826313132,298.2715230992329
Mornings Special,CatBoost,144.96273693959597,298.2715230992329
Mornings Special,CatBoost,144.96307561606062,298.22377087153546
Mornings Special,CatBoost,144.96341429252524,300.6835715475753
Mornings Special,CatBoost,144.9637529689899,300.6835715475753
Mornings Special,CatBoost,144.96409164545454,300.6835715475753
Mornings Special,CatBoost,144.9644303219192,300.6835715475753
Mornings Special,CatBoost,144.96476899838385,300.6835715475753
Mornings Special,CatBoost,144.9651076748485,300.6835715475753
Mornings Special,CatBoost,144.96544635131312,301.1355298139309
Mornings Special,CatBoost,144.96578502777777,302.4049450615674
Mornings Special,CatBoost,144.96612370424242,302.3513830122928
Mornings Special,CatBoost,144.96646238070707,302.3513830122928
Mornings Special,CatBoost,144.96680105717172,302.3513830122928
Mornings Special,CatBoost,144.96713973363637,302.3513830122928
Mornings Special,CatBoost,144.96747841010102,302.3513830122928
Mornings Special,CatBoost,144.96781708656565,302.3513830122928
Mornings Special,CatBoost,144.9681557630303,302.3513830122928
Mornings Special,CatBoost,144.96849443949495,302.3513830122928
Mornings Special,CatBoost,144.9688331159596,301.4521696597833
Mornings Special,CatBoost,144.96917179242425,301.4521696597833
Mornings Special,CatBoost,144.9695104688889,301.4521696597833
Mornings Special,CatBoost,144.96984914535355,301.4521696597833
Mornings Special,CatBoost,144.97018782181817,301.4521696597833
Mornings Special,CatBoost,144.97052649828282,301.4521696597833
Mornings Special,CatBoost,144.97086517474747,301.4521696597833
Mornings Special,CatBoost,144.97120385121212,301.4521696597833
Mornings Special,CatBoost,144.97154252767677,301.4521696597833
Mornings Special,CatBoost,144.97188120414143,301.4521696597833
Mornings Special,CatBoost,144.97221988060605,301.4521696597833
Mornings Special,CatBoost,144.9725585570707,301.4521696597833
Mornings Special,CatBoost,144.97289723353535,301.4641779873586
Mornings Special,CatBoost,144.97323591,306.09750882401227
Lunches Special,CatBoost,144.93970694,875.132572261555
Lunches Special,CatBoost,144.94004561646466,875.132572261555
Lunches Special,CatBoost,144.9403842929293,875.132572261555
Lunches Special,CatBoost,144.94072296939396,875.132572261555
Lunches Special,CatBoost,144.94106164585858,875.132572261555
Lunches Special,CatBoost,144.94140032232323,910.5509713818748
Lunches Special,CatBoost,144.94173899878788,910.5509713818748
Lunches Special,CatBoost,144.94207767525253,910.5509713818748
Lunches Special,CatBoost,144.94241635171718,910.5509713818748
Lunches Special,CatBoost,144.94275502818184,910.5509713818748
Lunches Special,CatBoost,144.94309370464646,910.5509713818748
Lunches Special,CatBoost,144.9434323811111,910.5509713818748
Lunches Special,CatBoost,144.94377105757576,910.5509713818748
Lunches Special,CatBoost,144.9441097340404,910.5509713818748
Lunches Special,CatBoost,144.94444841050506,910.5509713818748
Lunches Special,CatBoost,144.9447870869697,910.5509713818748
Lunches Special,CatBoost,144.94512576343436,909.2917662194825
Lunches Special,CatBoost,144.94546443989898,909.2917662194825
Lunches Special,CatBoost,144.94580311636363,909.2917662194825
Lunches Special,CatBoost,144.94614179282829,909.2917662194825
Lunches Special,CatBoost,144.94648046929294,909.2917662194825
Lunches Special,CatBoost,144.9468191457576,909.2917662194825
Lunches Special,CatBoost,144.94715782222224,909.3639247858092
Lunches Special,CatBoost,144.9474964986869,909.3639247858092
Lunches Special,CatBoost,144.9478351751515,909.3639247858092
Lunches Special,CatBoost,144.94817385161616,909.3639247858092
Lunches Special,CatBoost,144.9485125280808,909.3639247858092
Lunches Special,CatBoost,144.94885120454546,909.3639247858092
Lunches Special,CatBoost,144.9491898810101,909.3639247858092
Lunches Special,CatBoost,144.94952855747476,909.3639247858092
Lunches Special,CatBoost,144.9498672339394,909.3639247858092
Lunches Special,CatBoost,144.95020591040404,909.3639247858092
Lunches Special,CatBoost,144.9505445868687,909.3639247858092
Lunches Special,CatBoost,144.95088326333334,909.3639247858092
Lunches Special,CatBoost,144.951221939798,909.3639247858092
Lunches Special,CatBoost,144.95156061626264,909.3639247858092
Lunches Special,CatBoost,144.9518992927273,909.3639247858092
Lunches Special,CatBoost,144.9522379691919,909.3639247858092
Lunches Special,CatBoost,144.95257664565656,909.3639247858092
Lunches Special,CatBoost,144.9529153221212,909.3639247858092
Lunches Special,CatBoost,144.95325399858586,909.3639247858092
Lunches Special,CatBoost,144.95359267505052,909.3639247858092
Lunches Special,CatBoost,144.95393135151517,909.3639247858092
Lunches Special,CatBoost,144.9542700279798,909.3639247858092
Lunches Special,CatBoost,144.95460870444444,908.8129284036428
Lunches Special,CatBoost,144.9549473809091,908.8129284036428
Lunches Special,CatBoost,144.95528605737374,908.8129284036428
Lunches Special,CatBoost,144.9556247338384,908.8129284036428
Lunches Special,CatBoost,144.95596341030304,908.8129284036428
Lunches Special,CatBoost,144.9563020867677,906.2764962066349
Lunches Special,CatBoost,144.95664076323231,906.2764962066349
Lunches Special,CatBoost,144.95697943969697,906.2764962066349
Lunches Special,CatBoost,144.95731811616162,906.2764962066349
Lunches Special,CatBoost,144.95765679262627,905.9548230390185
Lunches Special,CatBoost,144.95799546909092,905.9548230390185
Lunches Special,CatBoost,144.95833414555557,905.9548230390185
Lunches Special,CatBoost,144.95867282202022,905.9548230390185
Lunches Special,CatBoost,144.95901149848484,905.9548230390185
Lunches Special,CatBoost,144.9593501749495,899.8840791817094
Lunches Special,CatBoost,144.95968885141414,899.8840791817094
Lunches Special,CatBoost,144.9600275278788,899.8840791817094
Lunches Special,CatBoost,144.96036620434344,899.8840791817094
Lunches Special,CatBoost,144.9607048808081,899.8840791817094
Lunches Special,CatBoost,144.96104355727272,899.8840791817094
Lunches Special,CatBoost,144.96138223373737,899.8840791817094
Lunches Special,CatBoost,144.96172091020202,893.7167450157048
Lunches Special,CatBoost,144.96205958666667,894.0470863159416
Lunches Special,CatBoost,144.96239826313132,894.0281413355458
Lunches Special,CatBoost,144.96273693959597,894.0281413355458
Lunches Special,CatBoost,144.96307561606062,900.1415400009558
Lunches Special,CatBoost,144.96341429252524,905.3655218240833
Lunches Special,CatBoost,144.9637529689899,905.8153990434625
Lunches Special,CatBoost,144.96409164545454,946.6657272619274
Lunches Special,CatBoost,144.9644303219192,992.5224063904204
Lunches Special,CatBoost,144.96476899838385,992.5224063904204
Lunches Special,CatBoost,144.9651076748485,992.5224063904204
Lunches Special,CatBoost,144.96544635131312,995.1403204372609
Lunches Special,CatBoost,144.96578502777777,998.365458626794
Lunches Special,CatBoost,144.96612370424242,995.8421114561379
Lunches Special,CatBoost,144.96646238070707,1008.0427786493739
Lunches Special,CatBoost,144.96680105717172,1006.2055693641604
Lunches Special,CatBoost,144.96713973363637,1006.2055693641604
Lunches Special,CatBoost,144.96747841010102,1005.9343563138258
Lunches Special,CatBoost,144.96781708656565,1006.0291170261587
Lunches Special,CatBoost,144.9681557630303,1006.0291170261587
Lunches Special,CatBoost,144.96849443949495,1006.0291170261587
Lunches Special,CatBoost,144.9688331159596,988.3323275700092
Lunches Special,CatBoost,144.96917179242425,988.3323275700092
Lunches Special,CatBoost,144.9695104688889,988.9793464164563
Lunches Special,CatBoost,144.96984914535355,988.9793464164563
Lunches Special,CatBoost,144.97018782181817,988.9793464164563
Lunches Special,CatBoost,144.97052649828282,988.9793464164563
Lunches Special,CatBoost,144.97086517474747,988.9793464164563
Lunches Special,CatBoost,144.97120385121212,988.903369785699
Lunches Special,CatBoost,144.97154252767677,988.903369785699
Lunches Special,CatBoost,144.97188120414143,988.903369785699
Lunches Special,CatBoost,144.97221988060605,988.903369785699
Lunches Special,CatBoost,144.9725585570707,988.903369785699
Lunches Special,CatBoost,144.97289723353535,983.3892242741981
Lunches Special,CatBoost,144.97323591,1018.5084596923651
Afternoons Special,CatBoost,144.93970694,809.8639044078441
Afternoons Special,CatBoost,144.94004561646466,809.8639044078441
Afternoons Special,CatBoost,144.9403842929293,809.8639044078441
Afternoons Special,CatBoost,144.94072296939396,809.8639044078441
Afternoons Special,CatBoost,144.94106164585858,809.8639044078441
Afternoons Special,CatBoost,144.94140032232323,834.8646557454526
Afternoons Special,CatBoost,144.94173899878788,834.8646557454526
Afternoons Special,CatBoost,144.94207767525253,834.8646557454526
Afternoons Special,CatBoost,144.94241635171718,834.8646557454526
Afternoons Special,CatBoost,144.94275502818184,834.8646557454526
Afternoons Special,CatBoost,144.94309370464646,834.8646557454526
Afternoons Special,CatBoost,144.9434323811111,834.8646557454526
Afternoons Special,CatBoost,144.94377105757576,834.8646557454526
Afternoons Special,CatBoost,144.9441097340404,834.8646557454526
Afternoons Special,CatBoost,144.94444841050506,834.8646557454526
Afternoons Special,CatBoost,144.9447870869697,834.8646557454526
Afternoons Special,CatBoost,144.94512576343436,836.9816177398193
Afternoons Special,CatBoost,144.94546443989898,836.9816177398193
Afternoons Special,CatBoost,144.94580311636363,836.9816177398193
Afternoons Special,CatBoost,144.94614179282829,836.9816177398193
Afternoons Special,CatBoost,144.94648046929294,836.9816177398193
Afternoons Special,CatBoost,144.9468191457576,836.9816177398193
Afternoons Special,CatBoost,144.94715782222224,836.9816177398193
Afternoons Special,CatBoost,144.9474964986869,836.9816177398193
Afternoons Special,CatBoost,144.9478351751515,836.9816177398193
Afternoons Special,CatBoost,144.94817385161616,836.9816177398193
Afternoons Special,CatBoost,144.9485125280808,836.9816177398193
Afternoons Special,CatBoost,144.94885120454546,836.9816177398193
Afternoons Special,CatBoost,144.9491898810101,836.9816177398193
Afternoons Special,CatBoost,144.94952855747476,836.9816177398193
Afternoons Special,CatBoost,144.9498672339394,836.9816177398193
Afternoons Special,CatBoost,144.95020591040404,836.9816177398193
Afternoons Special,CatBoost,144.9505445868687,836.9816177398193
Afternoons Special,CatBoost,144.95088326333334,836.9816177398193
Afternoons Special,CatBoost,144.951221939798,836.9816177398193
Afternoons Special,CatBoost,144.95156061626264,836.9816177398193
Afternoons Special,CatBoost,144.9518992927273,836.9816177398193
Afternoons Special,CatBoost,144.9522379691919,836.9816177398193
Afternoons Special,CatBoost,144.95257664565656,836.9816177398193
Afternoons Special,CatBoost,144.9529153221212,836.9816177398193
Afternoons Special,CatBoost,144.95325399858586,836.9816177398193
Afternoons Special,CatBoost,144.95359267505052,836.9816177398193
Afternoons Special,CatBoost,144.95393135151517,836.9816177398193
Afternoons Special,CatBoost,144.9542700279798,838.497017702232
Afternoons Special,CatBoost,144.95460870444444,838.497017702232
Afternoons Special,CatBoost,144.9549473809091,838.497017702232
Afternoons Special,CatBoost,144.95528605737374,838.497017702232
Afternoons Special,CatBoost,144.9556247338384,838.497017702232
Afternoons Special,CatBoost,144.95596341030304,838.497017702232
Afternoons Special,CatBoost,144.9563020867677,838.497017702232
Afternoons Special,CatBoost,144.95664076323231,838.497017702232
Afternoons Special,CatBoost,144.95697943969697,838.497017702232
Afternoons Special,CatBoost,144.95731811616162,838.497017702232
Afternoons Special,CatBoost,144.95765679262627,837.1606008938368
Afternoons Special,CatBoost,144.95799546909092,837.1606008938368
Afternoons Special,CatBoost,144.95833414555557,837.1606008938368
Afternoons Special,CatBoost,144.95867282202022,837.1606008938368
Afternoons Special,CatBoost,144.95901149848484,835.7013571134
Afternoons Special,CatBoost,144.9593501749495,835.7013571134
Afternoons Special,CatBoost,144.95968885141414,835.7013571134
Afternoons Special,CatBoost,144.9600275278788,835.7013571134
Afternoons Special,CatBoost,144.96036620434344,835.7013571134
Afternoons Special,CatBoost,144.9607048808081,832.9862814795208
Afternoons Special,CatBoost,144.96104355727272,832.9862814795208
Afternoons Special,CatBoost,144.96138223373737,832.9862814795208
Afternoons Special,CatBoost,144.96172091020202,833.9946165633418
Afternoons Special,CatBoost,144.96205958666667,834.1307455837186
Afternoons Special,CatBoost,144.96239826313132,875.6569897292935
Afternoons Special,CatBoost,144.96273693959597,875.6569897292935
Afternoons Special,CatBoost,144.96307561606062,909.6264811586934
Afternoons Special,CatBoost,144.96341429252524,912.7996720507774
Afternoons Special,CatBoost,144.9637529689899,912.7996720507774
Afternoons Special,CatBoost,144.96409164545454,972.8622806232166
Afternoons Special,CatBoost,144.9644303219192,972.8894556975525
Afternoons Special,CatBoost,144.96476899838385,981.8159871593061
Afternoons Special,CatBoost,144.9651076748485,981.8159871593061
Afternoons Special,CatBoost,144.96544635131312,996.5624836935325
Afternoons Special,CatBoost,144.96578502777777,997.9754358742813
Afternoons Special,CatBoost,144.96612370424242,998.6008195958624
Afternoons Special,CatBoost,144.96646238070707,998.8007965309797
Afternoons Special,CatBoost,144.96680105717172,998.8859656555859
Afternoons Special,CatBoost,144.96713973363637,998.8859656555859
Afternoons Special,CatBoost,144.96747841010102,998.8859656555859
Afternoons Special,CatBoost,144.96781708656565,998.8859656555859
Afternoons Special,CatBoost,144.9681557630303,990.2667411817629
Afternoons Special,CatBoost,144.96849443949495,990.2667411817629
Afternoons Special,CatBoost,144.9688331159596,991.7209449627712
Afternoons Special,CatBoost,144.96917179242425,991.7209449627712
Afternoons Special,CatBoost,144.9695104688889,991.7209449627712
Afternoons Special,CatBoost,144.96984914535355,991.7209449627712
Afternoons Special,CatBoost,144.97018782181817,991.7209449627712
Afternoons Special,CatBoost,144.97052649828282,991.7209449627712
Afternoons Special,CatBoost,144.97086517474747,991.7209449627712
Afternoons Special,CatBoost,144.97120385121212,991.7209449627712
Afternoons Special,CatBoost,144.97154252767677,991.7209449627712
Afternoons Special,CatBoost,144.97188120414143,991.7209449627712
Afternoons Special,CatBoost,144.97221988060605,991.7209449627712
Afternoons Special,CatBoost,144.9725585570707,991.7209449627712
Afternoons Special,CatBoost,144.97289723353535,991.2459799000139
Afternoons Special,CatBoost,144.97323591,1018.2500276410179
Evenings Special,CatBoost,144.93970694,533.7154387357846
Evenings Special,CatBoost,144.94004561646466,533.7154387357846
Evenings Special,CatBoost,144.9403842929293,533.7154387357846
Evenings Special,CatBoost,144.94072296939396,533.7154387357846
Evenings Special,CatBoost,144.94106164585858,533.7154387357846
Evenings Special,CatBoost,144.94140032232323,567.0451439468873
Evenings Special,CatBoost,144.94173899878788,567.0451439468873
Evenings Special,CatBoost,144.94207767525253,567.0451439468873
Evenings Special,CatBoost,144.94241635171718,567.0451439468873
Evenings Special,CatBoost,144.94275502818184,567.0451439468873
Evenings Special,CatBoost,144.94309370464646,567.0451439468873
Evenings Special,CatBoost,144.9434323811111,567.0451439468873
Evenings Special,CatBoost,144.94377105757576,567.0451439468873
Evenings Special,CatBoost,144.9441097340404,567.0451439468873
Evenings Special,CatBoost,144.94444841050506,567.0451439468873
Evenings Special,CatBoost,144.9447870869697,567.0451439468873
Evenings Special,CatBoost,144.94512576343436,506.33759248115746
Evenings Special,CatBoost,144.94546443989898,506.33759248115746
Evenings Special,CatBoost,144.94580311636363,506.33759248115746
Evenings Special,CatBoost,144.94614179282829,506.33759248115746
Evenings Special,CatBoost,144.94648046929294,506.33759248115746
Evenings Special,CatBoost,144.9468191457576,506.33759248115746
Evenings Special,CatBoost,144.94715782222224,503.9306335435652
Evenings Special,CatBoost,144.9474964986869,503.9306335435652
Evenings Special,CatBoost,144.9478351751515,503.9306335435652
Evenings Special,CatBoost,144.94817385161616,503.9306335435652
Evenings Special,CatBoost,144.9485125280808,503.9306335435652
Evenings Special,CatBoost,144.94885120454546,503.9306335435652
Evenings Special,CatBoost,144.9491898810101,503.9306335435652
Evenings Special,CatBoost,144.94952855747476,503.9306335435652
Evenings Special,CatBoost,144.9498672339394,503.9306335435652
Evenings Special,CatBoost,144.95020591040404,503.9306335435652
Evenings Special,CatBoost,144.9505445868687,503.9306335435652
Evenings Special,CatBoost,144.95088326333334,503.9306335435652
Evenings Special,CatBoost,144.951221939798,503.9306335435652
Evenings Special,CatBoost,144.95156061626264,503.9306335435652
Evenings Special,CatBoost,144.9518992927273,503.9306335435652
Evenings Special,CatBoost,144.9522379691919,503.9306335435652
Evenings Special,CatBoost,144.95257664565656,504.0233898842334
Evenings Special,CatBoost,144.9529153221212,504.0233898842334
Evenings Special,CatBoost,144.95325399858586,504.0233898842334
Evenings Special,CatBoost,144.95359267505052,504.0233898842334
Evenings Special,CatBoost,144.95393135151517,504.0233898842334
Evenings Special,CatBoost,144.9542700279798,507.5095674658854
Evenings Special,CatBoost,144.95460870444444,507.5095674658854
Evenings Special,CatBoost,144.9549473809091,507.5095674658854
Evenings Special,CatBoost,144.95528605737374,507.5095674658854
Evenings Special,CatBoost,144.9556247338384,507.5095674658854
Evenings Special,CatBoost,144.95596341030304,507.5095674658854
Evenings Special,CatBoost,144.9563020867677,507.5095674658854
Evenings Special,CatBoost,144.95664076323231,507.5095674658854
Evenings Special,CatBoost,144.95697943969697,507.5095674658854
Evenings Special,CatBoost,144.95731811616162,507.5095674658854
Evenings Special,CatBoost,144.95765679262627,500.5203749223171
Evenings Special,CatBoost,144.95799546909092,500.5203749223171
Evenings Special,CatBoost,144.95833414555557,500.5203749223171
Evenings Special,CatBoost,144.95867282202022,500.5203749223171
Evenings Special,CatBoost,144.95901149848484,501.4616224468842
Evenings Special,CatBoost,144.9593501749495,497.19656539095934
Evenings Special,CatBoost,144.95968885141414,497.19656539095934
Evenings Special,CatBoost,144.9600275278788,497.19656539095934
Evenings Special,CatBoost,144.96036620434344,497.19656539095934
Evenings Special,CatBoost,144.9607048808081,497.19656539095934
Evenings Special,CatBoost,144.96104355727272,497.19656539095934
Evenings Special,CatBoost,144.96138223373737,499.692624100503
Evenings Special,CatBoost,144.96172091020202,470.1762700430443
Evenings Special,CatBoost,144.96205958666667,481.88256633385726
Evenings Special,CatBoost,144.96239826313132,531.4652393327513
Evenings Special,CatBoost,144.96273693959597,531.4652393327513
Evenings Special,CatBoost,144.96307561606062,532.58389767616
Evenings Special,CatBoost,144.96341429252524,537.0962350067123
Evenings Special,CatBoost,144.9637529689899,539.8434210032526
Evenings Special,CatBoost,144.96409164545454,560.4275767508102
Evenings Special,CatBoost,144.9644303219192,628.6479301518901
Evenings Special,CatBoost,144.96476899838385,707.8693292479114
Evenings Special,CatBoost,144.9651076748485,707.8693292479114
Evenings Special,CatBoost,144.96544635131312,723.5415651062561
Evenings Special,CatBoost,144.96578502777777,727.753163233735
Evenings Special,CatBoost,144.96612370424242,722.7777197706946
Evenings Special,CatBoost,144.96646238070707,714.497698717695
Evenings Special,CatBoost,144.96680105717172,716.7500260708084
Evenings Special,CatBoost,144.96713973363637,714.7039023306743
Evenings Special,CatBoost,144.96747841010102,738.6322725599816
Evenings Special,CatBoost,144.96781708656565,733.1674544284647
Evenings Special,CatBoost,144.9681557630303,709.7730821120258
Evenings Special,CatBoost,144.96849443949495,709.7730821120258
Evenings Special,CatBoost,144.9688331159596,694.3738856122648
Evenings Special,CatBoost,144.96917179242425,694.3738856122648
Evenings Special,CatBoost,144.9695104688889,694.3955677960695
Evenings Special,CatBoost,144.96984914535355,694.3955677960695
Evenings Special,CatBoost,144.97018782181817,694.3955677960695
Evenings Special,CatBoost,144.97052649828282,694.3955677960695
Evenings Special,CatBoost,144.97086517474747,694.3955677960695
Evenings Special,CatBoost,144.97120385121212,694.3955677960695
Evenings Special,CatBoost,144.97154252767677,694.3955677960695
Evenings Special,CatBoost,144.97188120414143,694.3955677960695
Evenings Special,CatBoost,144.97221988060605,694.3955677960695
Evenings Special,CatBoost,144.9725585570707,694.3955677960695
Evenings Special,CatBoost,144.97289723353535,694.3955677960695
Evenings Special,CatBoost,144.97323591,725.6578178352507
