Dataset,Model,5 Total transit stop count,Predicted Value
Lunches,XGBoost,21.373737373737374,1134.8551025390625
Lunches,XGBoost,21.606060606060606,1134.8551025390625
Lunches,XGBoost,21.838383838383837,1134.8551025390625
Lunches,XGBoost,22.07070707070707,1134.8551025390625
Lunches,XGBoost,22.303030303030305,1134.8551025390625
Lunches,XGBoost,22.535353535353536,1134.8551025390625
Lunches,XGBoost,22.767676767676768,1134.8551025390625
Lunches,XGBoost,23.0,1134.8551025390625
Lunches Special,CatBoost,0.0,892.3300756112772
Lunches Special,CatBoost,0.23232323232323232,892.3300756112772
Lunches Special,CatBoost,0.46464646464646464,892.3300756112772
Lunches Special,CatBoost,0.696969696969697,892.3300756112772
Lunches Special,CatBoost,0.9292929292929293,892.3300756112772
Lunches Special,CatBoost,1.1616161616161615,910.1292095326713
Lunches Special,CatBoost,1.393939393939394,910.1292095326713
Lunches Special,CatBoost,1.6262626262626263,910.1292095326713
Lunches Special,CatBoost,1.8585858585858586,910.1292095326713
Lunches Special,CatBoost,2.090909090909091,910.1292095326713
Lunches Special,CatBoost,2.323232323232323,910.1292095326713
Lunches Special,CatBoost,2.5555555555555554,908.7546325077666
Lunches Special,CatBoost,2.787878787878788,908.7546325077666
Lunches Special,CatBoost,3.0202020202020203,908.7546325077666
Lunches Special,CatBoost,3.2525252525252526,908.7546325077666
Lunches Special,CatBoost,3.484848484848485,908.7546325077666
Lunches Special,CatBoost,3.717171717171717,907.4580744226589
Lunches Special,CatBoost,3.9494949494949494,907.4580744226589
Lunches Special,CatBoost,4.181818181818182,907.4580744226589
Lunches Special,CatBoost,4.414141414141414,907.4580744226589
Lunches Special,CatBoost,4.646464646464646,892.0333259216244
Lunches Special,CatBoost,4.878787878787879,892.0333259216244
Lunches Special,CatBoost,5.111111111111111,892.0333259216244
Lunches Special,CatBoost,5.343434343434343,892.0333259216244
Lunches Special,CatBoost,5.575757575757576,889.9465528701157
Lunches Special,CatBoost,5.808080808080808,889.9465528701157
Lunches Special,CatBoost,6.040404040404041,889.9465528701157
Lunches Special,CatBoost,6.2727272727272725,889.9465528701157
Lunches Special,CatBoost,6.505050505050505,907.1416600708806
Lunches Special,CatBoost,6.737373737373737,907.1416600708806
Lunches Special,CatBoost,6.96969696969697,907.1416600708806
Lunches Special,CatBoost,7.2020202020202015,907.1416600708806
Lunches Special,CatBoost,7.434343434343434,907.1416600708806
Lunches Special,CatBoost,7.666666666666667,904.967528514753
Lunches Special,CatBoost,7.898989898989899,904.967528514753
Lunches Special,CatBoost,8.131313131313131,904.967528514753
Lunches Special,CatBoost,8.363636363636363,904.967528514753
Lunches Special,CatBoost,8.595959595959595,904.967528514753
Lunches Special,CatBoost,8.828282828282829,904.967528514753
Lunches Special,CatBoost,9.06060606060606,904.967528514753
Lunches Special,CatBoost,9.292929292929292,904.967528514753
Lunches Special,CatBoost,9.525252525252526,904.967528514753
Lunches Special,CatBoost,9.757575757575758,904.967528514753
Lunches Special,CatBoost,9.98989898989899,904.967528514753
Lunches Special,CatBoost,10.222222222222221,904.967528514753
Lunches Special,CatBoost,10.454545454545455,904.967528514753
Lunches Special,CatBoost,10.686868686868687,906.1128967612584
Lunches Special,CatBoost,10.919191919191919,906.1128967612584
Lunches Special,CatBoost,11.151515151515152,906.1128967612584
Lunches Special,CatBoost,11.383838383838384,906.1128967612584
Lunches Special,CatBoost,11.616161616161616,938.535362259145
Lunches Special,CatBoost,11.848484848484848,938.535362259145
Lunches Special,CatBoost,12.080808080808081,938.535362259145
Lunches Special,CatBoost,12.313131313131313,938.535362259145
Lunches Special,CatBoost,12.545454545454545,943.4040814880929
Lunches Special,CatBoost,12.777777777777777,943.4040814880929
Lunches Special,CatBoost,13.01010101010101,943.4040814880929
Lunches Special,CatBoost,13.242424242424242,943.4040814880929
Lunches Special,CatBoost,13.474747474747474,943.4040814880929
Lunches Special,CatBoost,13.707070707070708,948.6022021930359
Lunches Special,CatBoost,13.93939393939394,948.6022021930359
Lunches Special,CatBoost,14.171717171717171,948.6022021930359
Lunches Special,CatBoost,14.404040404040403,948.6022021930359
Lunches Special,CatBoost,14.636363636363637,946.6438519161456
Lunches Special,CatBoost,14.868686868686869,946.6438519161456
Lunches Special,CatBoost,15.1010101010101,946.6438519161456
Lunches Special,CatBoost,15.333333333333334,946.6438519161456
Lunches Special,CatBoost,15.565656565656566,950.108706583543
Lunches Special,CatBoost,15.797979797979798,950.108706583543
Lunches Special,CatBoost,16.03030303030303,950.108706583543
Lunches Special,CatBoost,16.262626262626263,950.108706583543
Lunches Special,CatBoost,16.494949494949495,950.108706583543
Lunches Special,CatBoost,16.727272727272727,947.4373352138468
Lunches Special,CatBoost,16.95959595959596,947.4373352138468
Lunches Special,CatBoost,17.19191919191919,947.4373352138468
Lunches Special,CatBoost,17.424242424242426,947.4373352138468
Lunches Special,CatBoost,17.656565656565657,947.4373352138468
Lunches Special,CatBoost,17.88888888888889,947.4373352138468
Lunches Special,CatBoost,18.12121212121212,947.4373352138468
Lunches Special,CatBoost,18.353535353535353,947.4373352138468
Lunches Special,CatBoost,18.585858585858585,931.7066337011075
Lunches Special,CatBoost,18.818181818181817,931.7066337011075
Lunches Special,CatBoost,19.050505050505052,931.7066337011075
Lunches Special,CatBoost,19.282828282828284,931.7066337011075
Lunches Special,CatBoost,19.515151515151516,931.7066337011075
Lunches Special,CatBoost,19.747474747474747,931.7066337011075
Lunches Special,CatBoost,19.97979797979798,931.7066337011075
Lunches Special,CatBoost,20.21212121212121,931.7066337011075
Lunches Special,CatBoost,20.444444444444443,931.7066337011075
Lunches Special,CatBoost,20.67676767676768,931.7066337011075
Lunches Special,CatBoost,20.90909090909091,931.7066337011075
Lunches Special,CatBoost,21.141414141414142,931.7066337011075
Lunches Special,CatBoost,21.373737373737374,931.7066337011075
Lunches Special,CatBoost,21.606060606060606,919.6343880436553
Lunches Special,CatBoost,21.838383838383837,919.6343880436553
Lunches Special,CatBoost,22.07070707070707,919.6343880436553
Lunches Special,CatBoost,22.303030303030305,919.6343880436553
Lunches Special,CatBoost,22.535353535353536,919.6343880436553
Lunches Special,CatBoost,22.767676767676768,919.6343880436553
Lunches Special,CatBoost,23.0,919.6343880436553
Afternoons Special,CatBoost,0.0,871.1166655460627
