Dataset,Model,Wind speed,Predicted Value
Lunches,XGBoost,3.9964393939393936,1116.9241943359375
Lunches,XGBoost,4.111969696969696,1123.5972900390625
Lunches,XGBoost,4.2275,1112.2708740234375
Lunches,XGBoost,4.343030303030303,1113.5909423828125
Lunches,XGBoost,4.458560606060606,1113.0601806640625
Lunches,XGBoost,4.574090909090909,1126.781005859375
Lunches,XGBoost,4.689621212121212,1094.2403564453125
Lunches,XGBoost,4.805151515151515,1084.935546875
Lunches,XGBoost,4.920681818181818,1093.526123046875
Lunches,XGBoost,5.036212121212121,1093.41064453125
Lunches,XGBoost,5.151742424242424,1094.0369873046875
Lunches,XGBoost,5.267272727272727,1098.496826171875
Lunches,XGBoost,5.38280303030303,1109.6273193359375
Lunches,XGBoost,5.498333333333333,1097.94873046875
Lunches,XGBoost,5.613863636363636,1095.88525390625
Lunches,XGBoost,5.7293939393939395,1085.2633056640625
Lunches,XGBoost,5.844924242424242,1083.4407958984375
Lunches,XGBoost,5.960454545454545,1078.7110595703125
Lunches,XGBoost,6.075984848484849,1089.4583740234375
Lunches,XGBoost,6.191515151515151,1091.2230224609375
Lunches,XGBoost,6.307045454545454,1080.6456298828125
Lunches,XGBoost,6.422575757575757,1090.4078369140625
Lunches,XGBoost,6.538106060606061,1090.0340576171875
Lunches,XGBoost,6.653636363636363,1087.431640625
Lunches,XGBoost,6.769166666666666,1077.933349609375
Lunches,XGBoost,6.88469696969697,1079.6649169921875
Lunches,XGBoost,7.0002272727272725,1080.044677734375
Lunches,XGBoost,7.115757575757575,1088.38134765625
Lunches,XGBoost,7.231287878787879,1089.57666015625
Lunches,XGBoost,7.346818181818182,1079.0771484375
Lunches,XGBoost,7.4623484848484845,1093.8602294921875
Lunches,XGBoost,7.577878787878787,1097.697998046875
Lunches,XGBoost,7.693409090909091,1096.457275390625
Lunches,XGBoost,7.808939393939394,1133.525146484375
