Dataset,Model,5 Edge length avg,Predicted Value
Lunches Special,XGBoost,39.471566907464734,1674.50537109375
Lunches Special,XGBoost,39.72480414047596,1674.50537109375
Lunches Special,XGBoost,39.97804137348719,1674.50537109375
Lunches Special,XGBoost,40.231278606498414,1674.50537109375
Lunches Special,XGBoost,40.48451583950964,1674.50537109375
Lunches Special,XGBoost,40.73775307252087,1674.50537109375
Lunches Special,XGBoost,40.990990305532094,1674.50537109375
Lunches Special,XGBoost,41.24422753854332,1674.50537109375
Lunches Special,XGBoost,41.49746477155455,1674.50537109375
Lunches Special,XGBoost,41.750702004565774,1674.50537109375
Lunches Special,XGBoost,42.003939237577,1674.50537109375
Lunches Special,XGBoost,42.25717647058823,1674.50537109375
