Dataset,Model,Road view mean,Predicted Value
Evenings,CatBoost,0.1447575757575758,482.6255630750642
Evenings,CatBoost,0.1490942760942761,482.6255630750642
Evenings,CatBoost,0.15343097643097647,482.6255630750642
Evenings,CatBoost,0.1577676767676768,479.9770590715966
Evenings,CatBoost,0.16210437710437714,479.9770590715966
Evenings,CatBoost,0.16644107744107747,479.9770590715966
Evenings,CatBoost,0.1707777777777778,479.9770590715966
Evenings,CatBoost,0.17511447811447814,524.311398886261
Evenings,CatBoost,0.17945117845117847,570.6844912980469
Evenings,CatBoost,0.1837878787878788,570.6844912980469
Evenings,CatBoost,0.18812457912457917,575.2678063985376
Evenings,CatBoost,0.1924612794612795,577.1006935290453
Evenings,CatBoost,0.19679797979797983,577.1006935290453
Evenings,CatBoost,0.20113468013468017,577.1006935290453
Evenings,CatBoost,0.2054713804713805,577.3487448246619
Evenings,CatBoost,0.20980808080808083,577.3487448246619
Evenings,CatBoost,0.21414478114478117,577.3487448246619
Evenings,CatBoost,0.21848148148148153,577.3487448246619
Evenings,CatBoost,0.22281818181818186,577.3487448246619
Evenings,CatBoost,0.2271548821548822,577.3487448246619
Evenings,CatBoost,0.23149158249158253,577.3487448246619
Evenings,CatBoost,0.23582828282828286,577.3025385855974
Evenings,CatBoost,0.2401649831649832,577.5135406113214
Evenings,CatBoost,0.24450168350168353,577.5135406113214
Evenings,CatBoost,0.24883838383838386,583.397011745402
Evenings,CatBoost,0.25317508417508416,583.397011745402
Evenings,CatBoost,0.2575117845117846,583.397011745402
Evenings,CatBoost,0.2618484848484849,583.397011745402
Evenings,CatBoost,0.2661851851851852,583.4808589618
Evenings,CatBoost,0.27052188552188555,583.4808589618
Evenings,CatBoost,0.2748585858585859,583.4808589618
Evenings,CatBoost,0.2791952861952862,581.7253771876697
Evenings,CatBoost,0.2835319865319865,581.7253771876697
Evenings,CatBoost,0.28786868686868694,581.7253771876697
Evenings,CatBoost,0.29220538720538725,581.7253771876697
Evenings,CatBoost,0.29654208754208755,581.7253771876697
Evenings,CatBoost,0.30087878787878786,581.7253771876697
Evenings,CatBoost,0.3052154882154883,581.7253771876697
Evenings,CatBoost,0.3095521885521886,565.3459268353075
Evenings,CatBoost,0.3138888888888889,565.3459268353075
Evenings,CatBoost,0.3182255892255893,565.3459268353075
Evenings,CatBoost,0.3225622895622896,565.3459268353075
Evenings,CatBoost,0.3268989898989899,565.3459268353075
Evenings,CatBoost,0.3312356902356902,565.3459268353075
Evenings,CatBoost,0.33557239057239063,565.3459268353075
Evenings,CatBoost,0.33990909090909094,565.3459268353075
Evenings,CatBoost,0.34424579124579124,565.3459268353075
Evenings,CatBoost,0.34858249158249166,565.3459268353075
Evenings,CatBoost,0.35291919191919197,565.3459268353075
Evenings,CatBoost,0.35725589225589227,565.3459268353075
Evenings,CatBoost,0.3615925925925926,565.3459268353075
Evenings,CatBoost,0.365929292929293,565.3459268353075
Evenings,CatBoost,0.3702659932659933,565.3459268353075
Evenings,CatBoost,0.3746026936026936,565.3459268353075
Evenings,CatBoost,0.378939393939394,565.3459268353075
Evenings,CatBoost,0.3832760942760943,565.3459268353075
Evenings,CatBoost,0.38761279461279463,565.3459268353075
Evenings,CatBoost,0.39194949494949494,565.3459268353075
Evenings,CatBoost,0.39628619528619535,565.3459268353075
Evenings,CatBoost,0.40062289562289566,565.3459268353075
Evenings,CatBoost,0.40495959595959596,565.3459268353075
Evenings,CatBoost,0.4092962962962964,565.3459268353075
Evenings,CatBoost,0.4136329966329967,565.3459268353075
Evenings,CatBoost,0.417969696969697,565.3459268353075
Evenings,CatBoost,0.4223063973063973,565.3459268353075
Evenings,CatBoost,0.4266430976430977,565.3459268353075
Evenings,CatBoost,0.430979797979798,565.3459268353075
Evenings,CatBoost,0.4353164983164983,565.3459268353075
Evenings,CatBoost,0.43965319865319863,565.3459268353075
Evenings,CatBoost,0.44398989898989905,565.3459268353075
Evenings,CatBoost,0.44832659932659935,565.3459268353075
Evenings,CatBoost,0.45266329966329966,565.3459268353075
Evenings,CatBoost,0.457,565.3459268353075
Evenings,LightGBM,0.0276666666666667,532.2751810829668
Evenings,LightGBM,0.032003367003367034,532.2751810829668
Evenings,LightGBM,0.036340067340067374,532.2751810829668
Evenings,LightGBM,0.040676767676767714,532.2751810829668
Evenings,LightGBM,0.04501346801346805,532.2751810829668
Evenings,LightGBM,0.04935016835016838,532.2751810829668
Evenings,LightGBM,0.05368686868686872,532.0286818434857
Evenings,LightGBM,0.05802356902356906,532.0286818434857
Evenings,LightGBM,0.062360269360269394,532.0286818434857
Evenings,LightGBM,0.06669696969696973,532.0286818434857
Evenings,LightGBM,0.07103367003367006,532.0286818434857
Evenings,LightGBM,0.07537037037037041,532.0286818434857
Evenings,LightGBM,0.07970707070707074,532.0286818434857
Evenings,LightGBM,0.08404377104377107,532.0917058089746
Evenings,LightGBM,0.08838047138047142,532.0917058089746
Evenings,LightGBM,0.09271717171717175,530.3824658235233
Evenings,LightGBM,0.09705387205387209,530.3824658235233
Evenings,LightGBM,0.10139057239057242,530.2477531106663
Evenings,LightGBM,0.10572727272727275,530.2477531106663
